City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Windspeed
werota,51,ET,1612385028,25,11.9167,37.7,67.35,2.44
marrakesh,32,MA,1612384936,72,31.6315,-8.0083,62.6,5.75
coxim,88,BR,1612385028,49,-18.5067,-54.76,93.58,3.31
richards bay,100,ZA,1612384941,94,-28.783,32.0377,75.02,3.78
georgetown,1,US,1612384770,46,30.6327,-97.6772,73.99,18.41
sabrum,0,IN,1612385029,70,23,91.7319,54.43,2.35
cerkezkoy,20,TR,1612385029,100,41.285,28.0003,44.6,5.68
tutoia,0,BR,1612385029,70,-2.7619,-42.2744,86.0,16.11
margate,100,ZA,1612385030,84,-30.8636,30.3705,75.42,9.51
villefranche-sur-saone,33,FR,1612385008,79,45.9833,4.7167,46.99,4.85
ambam,100,CM,1612385031,94,2.3833,11.2833,71.33,3.65
wewak,100,PG,1612385031,88,-3.5534,143.6268,77.16,9.15
bambous virieux,75,MU,1612385031,89,-20.3428,57.7575,79.0,11.5
mujiayingzi,0,CN,1612385031,85,42.1167,118.7833,9.66,9.48
elat,0,IL,1612385031,78,29.5581,34.9482,71.6,6.91
katherine,90,AU,1612385032,89,-14.4667,132.2667,80.6,5.75
teknaf,0,BD,1612385032,66,20.8624,92.3058,60.37,6.46
narsaq,75,GL,1612385032,53,60.9167,-46.05,15.8,6.91
wawa,40,CA,1612384793,55,47.9834,-84.7832,30.2,5.75
puquio,99,PE,1612385033,58,-14.7,-74.1333,58.51,10
dakar,0,SN,1612385026,83,14.6937,-17.4441,68.0,6.91
bantry,90,IE,1612385033,93,51.6833,-9.45,44.6,20.71
necochea,0,AR,1612385033,62,-38.5473,-58.7368,69.66,13.58
concarneau,0,FR,1612385034,93,47.875,-3.9225,46.4,4.61
ust-maya,51,RU,1612385034,76,60.4167,134.5333,-50.94,1.68
wanning,42,CN,1612385034,88,18.8003,110.3967,67.6,8.79
pisco,0,PE,1612385034,69,-13.7,-76.2167,77.0,5.75
rameshki,94,RU,1612385034,98,57.3439,36.0453,20.03,4.97
ambikapur,0,IN,1612385035,38,23.1167,83.2,55.56,3.65
isla vista,1,US,1612385094,55,34.4133,-119.861,69.01,6.91
fuchu,1,JP,1612385095,80,35.6667,139.4833,39.0,0.89
teguise,20,ES,1612385095,77,29.0605,-13.564,62.6,3.44
humberto de campos,29,BR,1612385095,73,-2.5983,-43.4611,81.27,6.76
grindavik,90,IS,1612384984,69,63.8424,-22.4338,35.6,23.02
vanimo,100,PG,1612385096,87,-2.6741,141.3028,76.8,6.53
baykit,98,RU,1612385096,86,61.67,96.37,-9.15,1.74
paamiut,0,GL,1612385096,75,61.994,-49.6678,8.73,7.49
yerbogachen,100,RU,1612385097,89,61.2767,108.0108,-14.55,2.84
kashan,0,IR,1612385097,47,33.9831,51.4364,49.91,5.35
novyy urengoy,96,RU,1612385097,93,66.0833,76.6333,0.36,4.5
calabozo,19,VE,1612385097,27,8.9242,-67.4293,97.25,5.55
praia,0,CV,1612385097,78,14.9215,-23.5087,71.6,17.27
hamilton,40,BM,1612385098,60,32.2915,-64.778,68.0,29.93
hualmay,31,PE,1612385098,66,-11.0964,-77.6139,74.55,8.05
salina cruz,4,MX,1612385098,31,16.1667,-95.2,86.92,20.85
kaberamaido,48,UG,1612385098,35,1.7389,33.1594,77.49,3.47
vasto,2,IT,1612385099,73,42.1243,14.7059,53.01,1.99
thompson,90,CA,1612384930,78,55.7435,-97.8558,3.2,13.8
vao,97,NC,1612384838,87,-22.6667,167.4833,78.17,24.07
northam,0,AU,1612385099,51,-31.6667,116.6667,60.8,17.27
sibolga,100,ID,1612385100,84,1.7427,98.7792,75.94,3.31
yar-sale,90,RU,1612385100,91,66.8333,70.8333,-4.49,9.06
sovetskiy,2,RU,1612385100,93,61.3614,63.5842,5.79,6.69
petropavlovsk-kamchatskiy,100,RU,1612385066,67,53.0452,158.6483,17.6,8.95
puerto del rosario,0,ES,1612385101,72,28.5004,-13.8627,64.4,11.5
dzhebariki-khaya,57,RU,1612385101,68,62.2167,135.8,-53.54,0.07
chuy,100,UY,1612385101,96,-33.6971,-53.4616,70.48,18.52
iskateley,86,RU,1612385101,94,67.6803,53.1512,1.98,6.78
kattivakkam,20,IN,1612385102,83,13.2167,80.3167,71.6,8.5
pop,0,UZ,1612385102,52,40.8736,71.1089,37.4,4.61
puerto penasco,28,MX,1612384980,85,31.3167,-113.5333,64.0,5.99
ziway,0,ET,1612384873,30,7.9333,38.7167,63.64,13.94
kavaratti,66,IN,1612385104,62,10.5669,72.642,81.09,3.06
korla,0,CN,1612385105,84,41.7597,86.1469,25.16,2.71
bandarbeyla,0,SO,1612385105,71,9.4942,50.8122,72.7,17.92
emerald,90,AU,1612385105,78,-23.5333,148.1667,75.2,5.75
sal rei,75,CV,1612385106,78,16.1833,-22.9167,69.8,17.27
huasahuasi,97,PE,1612385106,80,-11.3167,-75.6167,49.37,8.48
xuanhua,0,CN,1612384993,71,40.6103,115.0447,20.32,4.21
burnie,27,AU,1612385106,87,-41.0667,145.9167,60.01,4.43
grand-lahou,0,CI,1612385107,86,5.1367,-5.0242,79.84,8.81
cayenne,90,GF,1612385107,78,4.9333,-52.3333,82.4,11.5
vila velha,20,BR,1612384978,65,-20.3297,-40.2925,84.2,17.27
lavrentiya,0,RU,1612385107,85,65.5833,-171,-11.31,15.7
bambanglipuro,99,ID,1612385108,86,-7.95,110.2833,76.1,4.18
tautira,40,PF,1612385108,70,-17.7333,-149.15,84.2,3.44
unguia,8,CO,1612385108,64,8.0434,-77.0945,84.6,9.06
matay,0,EG,1612385108,52,28.419,30.7792,57.13,10.76
santa marta,2,CO,1612385109,62,11.2408,-74.199,88.0,7
nemuro,8,JP,1612385169,86,43.3236,145.575,14.68,20.45
sioux lookout,90,CA,1612385169,69,50.1001,-91.917,30.2,13.8
agadez,0,NE,1612385170,26,19.75,10.25,65.48,9.6
menongue,100,AO,1612385170,79,-14.6585,17.691,66.54,5.48
quzhou,92,CN,1612385170,84,28.9594,118.8686,50.58,4.47
hargeysa,0,SO,1612385170,55,9.56,44.065,57.97,11.05
kahului,40,US,1612385062,61,20.8947,-156.47,77.0,28.77
ust-kuyga,100,RU,1612385171,78,70.0167,135.6,-34.11,4.34
opatija,75,HR,1612385171,88,45.3392,14.3083,55.4,12.66
esmeraldas,40,EC,1612385171,62,-1.8675,-79.7994,88.0,5.75
belyy yar,0,RU,1612385171,59,53.6039,91.3903,32.0,13.42
san cristobal,75,EC,1612385172,83,-0.9045,-89.6174,82.4,13.8
ouadda,0,CF,1612385172,29,8.0777,22.4007,78.03,3.69
veraval,0,IN,1612385172,51,20.9,70.3667,69.22,9.22
katangli,0,RU,1612385172,83,51.7102,143.2326,-25.19,11.83
liaocheng,0,CN,1612385172,71,36.4439,115.9647,31.26,4.25
acapulco,20,MX,1612384885,74,16.8634,-99.8901,84.2,6.91
george,75,ZA,1612385173,94,-33.963,22.4617,64.4,3.44
vigrestad,0,NO,1612385174,73,58.5667,5.7,19.0,1.14
sudak,16,UA,1612385174,84,44.85,34.9667,50.0,6.93
teguldet,86,RU,1612385174,95,57.3064,88.1667,9.05,6.4
husavik,0,IS,1612385174,79,66.0449,-17.3389,15.8,9.22
tairua,58,NZ,1612385175,81,-37.0167,175.85,70.0,8.99
tuatapere,36,NZ,1612385175,68,-46.1333,167.6833,53.22,6.93
bushehr,0,IR,1612385175,72,28.9684,50.8385,60.8,5.26
waterfoot,67,GB,1612385175,98,53.6929,-2.2525,39.0,3.06
alice springs,45,AU,1612385176,24,-23.7,133.8833,69.8,8.9
male,75,MV,1612385083,83,4.1748,73.5089,82.4,18.41
geraldton,40,AU,1612385176,68,-28.7667,114.6,69.8,23.02
beloha,0,MG,1612385176,67,-25.1667,45.05,78.15,11.95
blagoyevo,100,RU,1612385177,93,63.3667,47.9167,2.66,3.02
dickinson,75,US,1612385177,59,29.4608,-95.0513,66.99,14.97
cidreira,100,BR,1612385177,91,-30.1811,-50.2056,76.69,7.94
pemangkat,82,ID,1612385178,87,1.1667,108.9667,76.32,7.25
linqiong,93,CN,1612385178,87,30.4159,103.4609,50.0,4
quibdo,90,CO,1612385178,69,5.6947,-76.6611,86.72,3.36
tirumullaivasal,37,IN,1612385178,73,11.2333,79.8333,74.52,11.05
mayfield,1,US,1612385178,52,36.7417,-88.6367,44.01,3.44
narasannapeta,0,IN,1612385179,68,18.4167,84.05,65.61,6.04
bathsheba,40,BB,1612385179,61,13.2167,-59.5167,82.4,24.16
lityn,91,UA,1612385179,90,49.3251,28.0809,34.16,8.79
adrar,83,DZ,1612385179,22,25.75,-1,70.61,11.05
eyl,72,SO,1612385179,70,7.9803,49.8164,70.83,15.57
borshchiv,97,UA,1612385180,86,48.8033,26.0435,39.99,6.33
kaitangata,61,NZ,1612385180,61,-46.2817,169.8464,55.0,11.01
sorong,76,ID,1612384987,78,-0.8833,131.25,81.36,11.45
elverum,0,NO,1612385001,86,60.8819,11.5623,10.0,5.14
blackwater,20,AU,1612385180,81,-23.5833,148.8833,71.96,10.71
labytnangi,87,RU,1612385181,92,66.6572,66.4183,-2.7,2.33
jalu,0,LY,1612385181,75,29.0331,21.5482,57.18,11.54
tabasco,40,MX,1612385241,53,18,-92.6667,75.2,10.36
tamuin,49,MX,1612385168,52,21.9833,-98.75,78.24,7.96
portland,95,AU,1612385241,72,-38.3333,141.6,60.73,8.21
khalkhal,93,IR,1612385242,78,37.6189,48.5258,33.37,3.62
madera,86,MX,1612385169,25,29.2,-108.1167,66.18,14.09
byron bay,47,AU,1612385242,94,-28.65,153.6167,64.4,5.53
basoko,38,CD,1612385242,61,1.2391,23.616,79.75,4.36
kidal,0,ML,1612385243,17,18.4411,1.4078,71.17,11.21
wukari,0,NG,1612385243,15,7.85,9.7833,80.29,4.85
naze,0,JP,1612385243,68,28.3667,129.4833,51.44,5.17
ternate,85,ID,1612385243,82,0.8,127.4,79.43,6.02
mandalgovi,0,MN,1612385244,77,45.7625,106.2708,11.12,17.18
zhangye,3,CN,1612385102,65,38.9342,100.4517,23.43,4.36
jaisalmer,0,IN,1612385244,30,26.9147,70.9181,61.16,10.11
high rock,0,BS,1612385244,44,26.6208,-78.2833,60.8,13.8
dzhankoy,99,UA,1612385244,92,45.7167,34.4,48.61,6.17
cuiluan,5,CN,1612385245,84,47.72,128.648,-23.35,3.69
tiarei,40,PF,1612385163,70,-17.5333,-149.3333,84.2,3.44
itoman,20,JP,1612385209,72,26.1247,127.6694,59.0,8.05
resistencia,90,AR,1612385045,83,-27.4606,-58.9839,75.0,17.27
seminole,1,US,1612385245,26,28.7086,-81.2081,60.01,12.66
lamar,1,US,1612385246,55,33.6668,-95.5836,64.99,13.8
qasigiannguit,20,GL,1612385246,49,68.8193,-51.1922,-7.6,4.61
odweyne,0,SO,1612385246,23,9.4092,45.064,63.73,14.76
zhucheng,0,CN,1612385246,87,35.9947,119.3975,27.97,1.32
mizan teferi,0,ET,1612385246,50,6.9833,35.5833,67.55,2.15
iracoubo,100,GF,1612385247,83,5.4802,-53.2011,78.69,17.18
ponta delgada,40,PT,1612385247,66,37.7333,-25.6667,53.6,9.22
san quintin,44,MX,1612385168,71,30.4833,-115.95,64.33,15.68
kavieng,100,PG,1612385247,71,-2.5744,150.7967,82.76,6.15
christiana,94,ZA,1612385248,93,-27.914,25.1611,62.94,9.64
syasstroy,100,RU,1612385248,98,60.1367,32.5691,21.43,3.47
otane,76,NZ,1612385248,71,-39.8833,176.6333,63.0,8.43
dalbandin,0,PK,1612385248,51,28.8947,64.4101,44.87,2.71
olinda,40,BR,1612385249,61,-8.0089,-34.8553,82.4,8.05
navolato,75,MX,1612385249,44,24.7672,-107.6944,84.99,8.05
rio grande,20,BR,1612385088,83,-32.035,-52.0986,80.6,6.91
tual,100,ID,1612385249,75,-5.6667,132.75,84.02,17.29
lorengau,72,PG,1612385249,71,-2.0226,147.2712,81.16,1.39
kharod,0,IN,1612385250,33,21.75,82.5667,59.32,3.96
mableton,1,US,1612385250,31,33.8157,-84.5619,48.99,12.66
dekar,100,BW,1612385250,87,-21.5333,21.9333,68.27,5.91
birjand,0,IR,1612385251,27,32.8663,59.2211,30.2,6.91
wladyslawowo,75,PL,1612385251,86,54.7909,18.4009,32.0,13.8
dullewala,0,PK,1612385252,52,31.8359,71.4362,54.82,7.34
bentonville,1,US,1612385196,33,36.3728,-94.2088,60.8,12.66
snasa,0,NO,1612385253,62,64.2457,12.3778,17.6,20.71
morondava,81,MG,1612385254,83,-20.2833,44.2833,84.11,5.91
canton,1,US,1612385254,38,42.3087,-83.4822,39.2,9.22
sumbe,5,AO,1612385254,81,-11.2061,13.8437,77.23,6.91
sao joao da barra,0,BR,1612385039,58,-21.6403,-41.0511,84.2,23.02
mantua,17,CU,1612385315,49,22.2889,-84.2844,73.22,9.66
hudson bay,100,CA,1612385315,92,52.85,-102.3842,13.39,9.69
safaga,40,EG,1612385315,94,26.7292,33.9365,73.4,13.02
iquique,0,CL,1612385316,60,-20.2208,-70.1431,73.4,19.57
fergus falls,90,US,1612385196,86,46.283,-96.0776,24.8,18.41
pangody,99,RU,1612385316,95,65.85,74.4859,5.77,6.04
port-gentil,40,GA,1612385316,83,-0.7193,8.7815,82.4,8.05
sabinas hidalgo,0,MX,1612385316,35,26.5,-100.1667,79.7,7.81
lisakovsk,100,KZ,1612385063,98,52.5369,62.4936,25.77,8.68
upata,70,VE,1612385317,81,8.0086,-62.3989,81.0,1.01
port blair,100,IN,1612385188,76,11.6667,92.75,76.01,9.57
camargo,100,BO,1612385317,53,-20.65,-65.2167,70.27,8.72
san-pedro,12,CI,1612385318,85,4.7485,-6.6363,79.29,7.16
hobyo,2,SO,1612385318,81,5.3505,48.5268,76.03,16.49
mugumu,94,TZ,1612385282,66,-1.85,34.7,67.06,4.27
gaoua,0,BF,1612385318,16,10.2992,-3.2508,79.36,1.43
takoradi,40,GH,1612385319,82,4.8845,-1.7554,80.71,10.65
brodokalmak,40,RU,1612385319,92,55.5748,62.082,3.2,2.24
mohpa,0,IN,1612385319,51,21.3167,78.8167,60.8,2.3
saint augustine,1,US,1612385270,46,29.8947,-81.3145,57.0,5.75
kisanga,61,TZ,1612385320,81,-7.4362,37.7034,75.74,4.99
osa,89,RU,1612385320,93,57.2829,55.4567,5.11,3.09
svetlogorsk,0,RU,1612385320,74,54.9399,20.1548,30.2,11.18
burlington,90,US,1612385208,60,39.8835,-74.6413,37.4,13.8
hindupur,54,IN,1612385321,61,13.8289,77.4933,66.49,7.25
xai-xai,100,MZ,1612385115,93,-25.0519,33.6442,73.17,4.65
jutai,99,BR,1612385322,91,-5.1833,-68.9,79.59,1.7
arlit,0,NE,1612385322,23,18.7369,7.3853,67.93,8.1
general pico,92,AR,1612385323,28,-35.6566,-63.7568,80.82,2.8
kapuskasing,34,CA,1612385323,54,49.4169,-82.4331,23.0,3.44
saint-joseph,0,RE,1612385323,73,-21.3667,55.6167,78.8,2.3
praya,75,ID,1612385323,94,-8.7054,116.2704,73.4,10.36
hue,40,VN,1612385324,94,16.4667,107.6,66.2,2.3
iqaluit,90,CA,1612385324,71,63.7506,-68.5145,-5.8,2.3
poum,60,NC,1612385324,81,-20.2333,164.0167,79.2,21.52
kontagora,0,NG,1612385324,16,10.3999,5.4695,80.92,7.11
rocha,100,UY,1612385325,93,-34.4833,-54.3333,67.82,8.34
beringovskiy,90,RU,1612385325,94,63.05,179.3167,4.71,13.31
obo,7,CF,1612385325,26,5.3998,26.4869,79.45,4.45
santa vitoria do palmar,100,BR,1612385325,96,-33.5189,-53.3681,71.94,14.16
yenagoa,0,NG,1612385325,82,4.9247,6.2642,80.06,6.89
marawi,0,SD,1612385326,20,18.4833,31.8167,73.83,17.94
malatya,75,TR,1612385326,81,38.5,38,42.8,4.61
augusto correa,0,BR,1612385326,77,-1.0217,-46.635,81.18,7
meulaboh,89,ID,1612385326,88,4.1363,96.1285,76.87,4.27
yermakovskoye,100,RU,1612385327,96,53.2831,92.4003,30.4,7.67
hervey bay,11,AU,1612385327,84,-25.2986,152.8535,72.0,3
bogorodskoye,100,RU,1612385327,98,56.55,37.8833,23.7,7.94
nome,20,US,1612385170,65,64.5011,-165.4064,-0.4,9.22
evensk,100,RU,1612385203,91,61.95,159.2333,11.41,41.99
palmerston north,35,NZ,1612385118,71,-40.35,175.6167,64.0,4
indianola,75,US,1612385389,70,41.3581,-93.5574,39.0,16.11
bhatkal,83,IN,1612385389,70,13.9667,74.5667,75.76,3.98
lagoa,59,PT,1612385390,65,39.05,-27.9833,54.37,30.04
aragarcas,75,BR,1612385390,69,-15.8975,-52.2508,82.4,4.03
elbistan,100,TR,1612385390,90,38.2059,37.1983,34.86,1.16
playas,12,EC,1612385390,79,-2.6333,-80.3833,79.52,15.75
vestmannaeyjar,100,IS,1612385391,74,63.4427,-20.2734,39.04,34.18
sadovo,90,BG,1612385391,100,42.1333,24.9333,48.99,3.44
belle fourche,90,US,1612385391,80,44.6714,-103.8522,36.0,16.11
dingle,90,IE,1612385391,93,52.1408,-10.2689,44.6,20.71
banda aceh,74,ID,1612385391,82,5.5577,95.3222,77.47,13.24
goshogawara,100,JP,1612385392,38,40.8044,140.4414,27.0,11.01
fairbanks,90,US,1612385356,58,64.8378,-147.7164,-9.4,4.61
oussouye,0,SN,1612385392,65,12.485,-16.5469,80.6,4.61
vikulovo,27,RU,1612385392,95,56.8167,70.6107,5.05,8.01
abnub,0,EG,1612385392,63,27.2696,31.1511,59.0,10.36
lucapa,100,AO,1612385393,94,-8.4192,20.7447,64.99,1.74
kyren,95,RU,1612385393,83,51.6828,102.1408,17.46,6.91
flinders,8,AU,1612385393,80,-34.5833,150.8552,71.01,1.99
kieta,90,PG,1612385393,81,-6.2167,155.6333,80.98,9.15
yurty,100,RU,1612385394,94,56.0498,97.6348,20.25,14
poronaysk,10,RU,1612385394,81,49.2167,143.1167,-28.79,2.68
durban,20,ZA,1612385105,88,-29.8579,31.0292,75.2,6.91
pokhvistnevo,98,RU,1612385395,98,53.6524,52.1274,25.88,3.6
roald,0,NO,1612385395,68,62.5833,6.1333,23.0,11.5
setermoen,75,NO,1612385395,85,68.861,18.3486,1.4,1.03
sola,100,VU,1612385395,80,-13.8833,167.55,81.45,12.97
camacha,40,PT,1612385396,72,33.0833,-16.3333,59.0,10.36
tynda,0,RU,1612385396,78,55.1667,124.7167,-37.98,3.33
umm kaddadah,0,SD,1612385396,16,13.6017,26.6876,81.45,17.22
kenai,90,US,1612385396,85,60.5544,-151.2583,15.01,3.44
zhuhai,0,CN,1612385397,82,22.2769,113.5678,64.4,5.75
dudinka,100,RU,1612385397,88,69.4058,86.1778,-15.7,7.83
ayorou,0,NE,1612385397,14,14.7308,0.9174,76.28,9.75
bilma,0,NE,1612385397,26,18.6853,12.9164,66.52,14.56
esparta,40,HN,1612385397,69,15.7437,-87.1766,77.0,16.11
leh,98,IN,1612385398,63,34.1667,77.5833,6.28,4.81
verkhnedneprovskiy,95,RU,1612385398,98,54.9813,33.3457,24.42,6.33
skibbereen,75,IE,1612385398,87,51.55,-9.2667,44.6,20.71
chester,20,GB,1612385398,87,53.1905,-2.8919,44.6,3.44
seoul,0,KR,1612385186,49,37.5683,126.9778,24.8,11.5
alta floresta,40,BR,1612385219,62,-9.8756,-56.0861,87.8,2.3
ocampo,87,MX,1612385399,20,21.65,-101.5,73.06,4.05
pokhara,0,NP,1612385399,38,28.2333,83.9833,53.26,5.53
puno,77,PE,1612385399,72,-15.8333,-70.0333,49.51,5.68
